Date,Close,High,Low,Open,Volume
2000-01-03,0.08554524183273315,0.08554524183273315,0.08554524183273315,0.08554524183273315,162828
2000-01-04,0.08554524183273315,0.08554524183273315,0.08554524183273315,0.08554524183273315,532120
2000-01-05,0.0897180587053299,0.0897180587053299,0.08554526963759278,0.08554526963759278,47890
2000-01-06,0.08763163536787033,0.08763163536787033,0.0859626989027328,0.08637970967356742,478908
2000-01-07,0.08763163536787033,0.08763163536787033,0.08763163536787033,0.08763163536787033,532120
2000-01-10,0.08763163536787033,0.08846610690926057,0.083458847514127,0.08763163536787033,971652
2000-01-11,0.0884661078453064,0.0884661078453064,0.08554524565496077,0.08763163629508673,1115325
2000-01-12,0.0884661078453064,0.0884661078453064,0.0884661078453064,0.0884661078453064,0
2000-01-13,0.08554524183273315,0.08763163237963757,0.08554524183273315,0.08763163237963757,53212
2000-01-14,0.08554524183273315,0.08554524183273315,0.08554524183273315,0.08554524183273315,0
2000-01-17,0.08554524183273315,0.08554524183273315,0.08554524183273315,0.08554524183273315,10642
2000-01-18,0.08512778580188751,0.08596269406068467,0.08512778580188751,0.08596269406068467,313951
2000-01-19,0.08512778580188751,0.08512778580188751,0.08512778580188751,0.08512778580188751,537442
2000-01-20,0.08721418678760529,0.08763164096719163,0.08512779603624283,0.08763164096719163,2000774
2000-01-21,0.08763163536787033,0.08763163536787033,0.08721418121495768,0.08721418121495768,133030
2000-01-24,0.08763163536787033,0.08763163536787033,0.08721418121495768,0.08721418121495768,751354
2000-01-25,0.08763163536787033,0.08763163536787033,0.08763163536787033,0.08763163536787033,0
2000-01-26,0.08429331332445145,0.08512778480910634,0.08429331332445145,0.08512778480910634,329914
2000-01-27,0.0838758647441864,0.0838758647441864,0.0838758647441864,0.0838758647441864,21284
2000-01-28,0.08262396603822708,0.08345887461516664,0.08262396603822708,0.08345887461516664,826915
2000-01-31,0.08178944885730743,0.0834588283206059,0.08178944885730743,0.0834588283206059,1102554
2000-02-01,0.08304139226675034,0.08304139226675034,0.08304139226675034,0.08304139226675034,53212
2000-02-02,0.08345884084701538,0.08345884084701538,0.08345884084701538,0.08345884084701538,121323
2000-02-03,0.0897180587053299,0.0897180587053299,0.08763166086263889,0.08763166086263889,462945
2000-02-04,0.09389124810695648,0.09389124810695648,0.08971801757040213,0.08971801757040213,518285
2000-02-07,0.10015043616294861,0.10015043616294861,0.09180441758574553,0.09180441758574553,223490
2000-02-08,0.10432369261980057,0.10641009023693579,0.0959776720043889,0.10641009023693579,160700
2000-02-09,0.10432369261980057,0.11225225238833504,0.10432369261980057,0.10432369261980057,502322
2000-02-10,0.10432369261980057,0.10432369261980057,0.10223685823815043,0.10223685823815043,812016
2000-02-11,0.10515816509723663,0.10849648204478407,0.10223685899987008,0.10849648204478407,392705
2000-02-14,0.10807901620864868,0.10849647039617241,0.1043236821964637,0.10849647039617241,43633
2000-02-15,0.10849647223949432,0.10849647223949432,0.1043236839688912,0.1043236839688912,2049729
2000-02-16,0.10766199976205826,0.10849647138020285,0.10766199976205826,0.10849647138020285,394833
2000-02-17,0.10849647223949432,0.10891392643411046,0.10849647223949432,0.10849647223949432,210719
2000-02-18,0.10849647223949432,0.10849647223949432,0.10849647223949432,0.10849647223949432,2128
2000-02-21,0.11475565284490585,0.11475565284490585,0.11058285814244626,0.11058285814244626,336300
2000-02-22,0.11475565284490585,0.11475565284490585,0.11475565284490585,0.11475565284490585,0
2000-02-23,0.11266922950744629,0.11266922950744629,0.11266922950744629,0.11266922950744629,185178
2000-02-24,0.11266922950744629,0.11475562637746584,0.10849644238504898,0.10849644238504898,261803
2000-02-25,0.11266922950744629,0.11266922950744629,0.11266922950744629,0.11266922950744629,85139
2000-02-28,0.11475565284490585,0.11475565284490585,0.11475565284490585,0.11475565284490585,53212
2000-02-29,0.11684246361255646,0.11684246361255646,0.11475562991386884,0.11475562991386884,346942
2000-03-01,0.11684246361255646,0.11684246361255646,0.11684246361255646,0.11684246361255646,1064241
