Date,Close,High,Low,Open,Volume
2021-03-01,13.559149742126465,14.438406112220857,13.175544175262335,13.674991878908676,64088000
2021-03-02,13.768044471740723,14.052900745366124,13.004630237965856,13.371144772747545,14717000
2021-03-03,13.540157318115234,13.8288113444615,13.179339558799162,13.633209885499381,17545000
2021-03-04,13.900975227355957,14.043402886673137,13.443306184935569,13.532560948031184,12300000
2021-03-05,14.242804527282715,14.907468557449283,13.673091983978155,13.769943279335893,18499500
2021-03-08,13.485086441040039,14.297875734533697,13.05210579563423,14.210519863192793,12366000
2021-03-09,13.445206642150879,13.445206642150879,13.01032619226716,13.291384643639073,10167000
2021-03-10,13.483186721801758,13.95794682401684,13.236311251321986,13.485085624569598,15699500
2021-03-11,13.956047058105469,14.155446324924823,13.635108966330915,13.712970313728045,16646000
2021-03-12,13.82121467590332,14.060493609212118,13.578137937385275,13.578137937385275,7509000
2021-03-15,13.83450984954834,14.016818108281694,13.621817333792634,13.819317721037164,11593000
2021-03-16,13.587635040283203,13.910471161412405,13.49458155685794,13.84400503434655,7789500
2021-03-17,14.052899360656738,14.071889294076247,13.494581191807763,13.58763467271578,4753000
2021-03-18,13.910470008850098,14.013018903511737,13.690181903598369,13.690181903598369,2304000
2021-03-19,13.54775333404541,14.035806639210357,13.464196182821608,13.95414839066896,14098000
2021-03-22,13.293282508850098,13.635109447371503,13.156551552334935,13.635109447371503,5803000
2021-03-23,13.441408157348633,13.441408157348633,13.019820954356234,13.293282874917086,7916000
2021-03-24,13.008428573608398,13.47179442328651,12.866000883762743,13.314174603483067,12174500
2021-03-25,13.648404121398926,13.673091670412852,12.839413523762776,12.913476170804552,6602000
2021-03-26,13.806024551391602,14.126962681965598,13.488885132110617,13.549654551934866,4396500
2021-03-29,13.957947731018066,13.957947731018066,13.486986309268156,13.714870955811637,6557000
2021-03-30,13.957947731018066,14.081385474279058,13.768043858898498,13.768043858898498,8433000
2021-03-31,14.022516250610352,14.041507092340822,13.674992540061185,13.967444439551695,3663000
2021-04-01,14.254197120666504,14.40232240017016,14.026312493214578,14.090879713772656,9940000
2021-04-05,14.717562675476074,14.886577693612473,14.299774197961597,14.299774197961597,6073500
2021-04-06,14.586529731750488,14.721360882759893,14.527659218647985,14.717563077247803,5821500
2021-04-07,14.493476867675781,14.780232023270576,13.92756307336586,14.453597191506915,10992000
2021-04-08,14.702371597290039,14.740352370683015,14.265592250504286,14.432707472326765,6395000
2021-04-09,14.717562675476074,14.736553513584143,14.408018896365379,14.632105715055772,7012500
2021-04-12,14.698572158813477,14.801121056880298,14.527659139768147,14.698572158813477,4711000
2021-04-13,14.670087814331055,14.812516396441563,14.527660137753632,14.696674265663743,5449500
2021-04-14,14.937853813171387,14.945449425068436,14.62261237558245,14.651098636795776,5841000
2021-04-15,15.186626434326172,15.203716559092399,14.841000778573344,14.841000778573344,11554500
2021-04-16,15.144847869873047,15.72785270454275,15.000521291122359,15.72785270454275,13035000
2021-04-19,15.287277221679688,15.507566264940486,15.004319852986624,15.14484863308528,5017000
2021-04-20,15.477179527282715,15.655690886593476,15.066987528002906,15.35944030441754,6029000
2021-04-22,15.279679298400879,15.752541436401717,15.1942241402155,15.50376614024878,8470500
2021-04-23,15.412612915039062,15.53794955811708,15.218910336354998,15.458190205443094,4653000
2021-04-26,15.260689735412598,15.517058823130553,15.165737349448182,15.48477656941952,3662000
2021-04-27,15.12775707244873,15.296772107682143,15.101170620834436,15.249295007609344,4986500
2021-04-28,15.188526153564453,15.355642282169086,15.047996475980314,15.148646477033713,5371500
2021-04-29,15.21646499633789,15.323233362525047,14.909505034418633,15.262223387064491,5343000
2021-04-30,15.422374725341797,15.468133112475334,14.928569252238674,15.100162294858327,22683000
2021-05-03,15.532958984375,15.6702323380043,15.294635699914693,15.443349560332814,8474000
2021-05-04,15.729338645935059,15.748404947343452,15.359460398967547,15.634008957155663,9407500
2021-05-05,16.322284698486328,16.58730007183393,16.015323831095724,16.08396141636727,17262500
2021-05-06,16.619714736938477,16.644499474427416,16.160227050296413,16.318474080825176,9404500
2021-05-07,16.9628963470459,17.04487814914574,16.42905095447764,16.663561310355632,8422500
