Date,Close,High,Low,Open,Volume,RSI_14,RSX_14,STOCHk_14_3_3,STOCHd_14_3_3,STOCHRSIk_14_14_3_3,STOCHRSId_14_14_3_3,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,MACDEXT_12_26_9,MACDEXTs_12_26_9,MACDEXTh_12_26_9,ROC_10,ROCP_10,MOM_10,TSI_13_25_13,TSIs_13_25_13,PPO_12_26_9,PPOh_12_26_9,PPOs_12_26_9,KST_10_15_20_30_10_10_10_15,KSTs_9,COPC_11_14_10,STOCHFk_5_3,STOCHFd_5_3,ADX_14,DMP_14,DMN_14,ADXR_14,AMATe_LR_8_21_2,AMATe_SR_8_21_2,DX_14,VTXP_14,VTXM_14,VHF_28,PMAX_E_10_3.0,TTM_TRND_6,QS_10,ATRr_14,NATR_14,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,BBP_5_2.0,DCL_20_20,DCM_20_20,DCU_20_20,UI_14,HVOL_20,MASSI_9_25,THERMO_20_2_0.5,THERMOma_20_2_0.5,THERMOl_20_2_0.5,THERMOs_20_2_0.5,TRUERANGE_1,PDIST,ABER_ZG_5_15,ABER_SG_5_15,ABER_XG_5_15,ABER_ATR_5_15,RVI_14,KCLe_20_2,KCBe_20_2,KCUe_20_2,OBV,AD,ADOSC_3_10,EFI_13,PVT,WAD,SMA_10,EMA_10,WMA_10,DEMA_10,TEMA_10,KAMA_10_2_30,ALMA_10_6.0_0.85,T3_10_0.7,TRIMA_10,LR_14,TSF_14,ZL_EMA_10,HMA_10,MAMA_0.5_0.05,FAMA_0.5_0.05,STDEV_30,VAR_30,MAD_30,QTL_30_0.5,MEDIAN_30,PCTRET_1,LOGRET_1,DD,DD_PCT,DD_LOG
2000-03-17,0.3320991396903991,0.3353807487275083,0.3281612166698412,0.3281612166698412,433,43.48876720200027,35.93703488283776,44.74354320182699,33.49652315974962,79.08654112055207,61.903173429160596,-0.008685199416449185,0.0006351265447697811,-0.009320325961218966,-0.008685199416449185,-0.009320325961218966,0.0006351265447697811,1.3012882521883646,0.013012882521883646,0.00426605343818659,-23.21967550557807,-21.142021591451698,-5.254876995188742,-1.107633627974577,-4.147243367214165,-9251.106911186178,-7745.676778556216,-13.871449286839088,65.45448249951953,55.15151583071633,20.107937905674746,25.749573130561632,31.377371802246245,20.371826216433583,1,0,9.851390929978788,0.9700617526382744,1.021956489304394,0.37946362508164355,0.3681516262105958,1,0.00036097651516664995,0.013099771818631421,3.701862229251938,0.31970070216555907,0.3286862850189209,0.3376718678722827,5.46757395298357,0.6899072507133708,0.3084715950504351,0.34621005756205037,0.3839485200736657,11.300264798463635,28.778656364697348,25.56112248850703,0.0065632110494355245,0.01039498434221979,1,1,0.007219532057667288,0.013782757371712306,0.3273955171302415,0.34057262261670107,0.31421841164378195,0.013177105486459565,54.10723365093763,0.3107183165564971,0.33624203879346276,0.3617657610304284,2948.0,-2594.0722143039907,173.84612335404427,0.1216295744172539,-16149.227674460706,-0.06727334406186797,0.32730800807476046,0.33012924456458964,0.3279225614937869,0.3256058967232978,0.32837399183471433,0.32891393790788837,0.3259480730376664,0.3243741276265437,0.3268759258919292,0.3269610958439963,0.326783673448877,0.3279530735373448,0.32859977327211937,0.3277039706858366,0.33876952775211955,0.018277460744719504,0.00033406557127476245,0.016132394472757976,0.3445692062377929,0.3445692062377929,0.001980150657616475,0.0019781927435202538,0.0567719042301178,0.14599159571706666,0.1578142441612722
2000-03-20,0.3183163404464721,0.3445692086928719,0.3183163404464721,0.334724383100472,483,36.13113865262217,38.056946397596136,45.50102788526302,40.755788098230425,82.18358767866275,74.11695410773483,-0.009072911138058137,0.00019793185852866324,-0.0092708429965868,-0.009072911138058137,-0.0092708429965868,0.00019793185852866324,-2.9029241418356637,-0.02902924141835664,-0.009516745805740412,-23.936514367623676,-21.541234845190555,-4.928716981202707,-0.6251788911908331,-4.303538090011874,-9386.616677910146,-8261.967981893342,-12.200136840574098,27.272521332885812,52.12111496073942,19.967064310703773,22.310242231374573,32.195187598386056,20.470780155198973,0,1,18.135707576081124,0.9246714062281891,0.996234873328889,0.36734688582148634,0.3681516262105958,-1,-0.0012798277502333367,0.014039278706329176,4.446851418336331,0.3149435577328897,0.3257328271865844,0.33652209664027916,6.624612905542125,0.15630264533006108,0.3084715950504351,0.34621005756205037,0.3839485200736657,10.984576120607501,30.333327179051583,25.4567039833482,0.009844876223369103,0.01034259309280544,1,1,0.026252868246399996,0.038722937248873435,0.3273955084630371,0.341444331466826,0.3133466854592482,0.014048823003788928,50.73089537289526,0.30644139154670424,0.3345348294270827,0.3626282673074611,2465.0,-3077.0722143039857,18.609172904832576,-0.8467592269018883,-18153.777292090803,-0.09352621230826774,0.3263563334941864,0.327981443815841,0.32628771283409813,0.3225232313330806,0.3240231471721289,0.3285918178759169,0.32572397873093395,0.32349438549279697,0.326994426548481,0.325620311498642,0.3254349542843117,0.3249479530800432,0.3270418222203399,0.32301015556615437,0.3348296847056283,0.01890744215272965,0.000357491368758818,0.01692215998967488,0.3404672294855118,0.3404672294855118,-0.04150206247681365,-0.0423878682742497,0.0705547034740448,0.1814347058673409,0.20020211243552177
2000-03-21,0.3439130187034607,0.3445693328220823,0.3183164551182276,0.3183164551182276,332,52.27861519305558,44.054704575596304,60.279618883772876,50.17472999028763,82.18358767866276,81.15123882595918,-0.007231378624367346,0.0016315714977755639,-0.00886295012214291,-0.007231378624367346,-0.00886295012214291,0.0016315714977755639,4.9049144596947,0.049049144596946995,0.01607993245124817,-18.42608344634726,-21.09621321678437,-4.285462782905789,0.0144602456848677,-4.299923028590657,-8730.949214312039,-8605.315567957245,-7.799335344845154,98.18184141407026,63.636281748825205,19.83624258609333,19.50468531135256,28.146493517796173,20.56266246505586,1,0,18.135560166157585,1.0183160779757128,0.9322341266489116,0.3266785403363594,0.3681516262105958,1,0.0012798286082899735,0.014911686825563535,4.584913102778557,0.3114566223163659,0.32947387695312497,0.34749113158988404,10.936985234384784,0.9007031604270275,0.3084715950504351,0.34292847620266115,0.3773853573548872,10.526992527549815,42.281767217107294,25.45143185854404,1.2412921041038416e-07,0.009357596048653532,1,0,0.026252992375610185,0.026909306494232232,0.3282049855620532,0.3430674198572969,0.3133425512668095,0.01486243429524368,55.18348874115985,0.3050095479662791,0.33542799031054726,0.3658464326548154,2797.0,-2761.672016416377,53.766013148500406,0.4882202599869824,-15484.075457305717,-0.06792953405127916,0.3279643267393112,0.33087809379540817,0.32947983741760256,0.32878226992915915,0.3327605190291625,0.3291391734707725,0.3262300143010208,0.32323303104098744,0.32726789514223736,0.3309084100382669,0.33141760216964467,0.3324534133252,0.3300841147550428,0.3240552987230197,0.3345603250560631,0.01890759399038081,0.00035749711050508454,0.016930181052949685,0.34013913571834564,0.34013913571834564,0.08041270586702076,0.07734310320317714,0.04495802521705622,0.11561165563730014,0.12285900923234472
2000-03-22,0.3412875831127167,0.3412875831127167,0.3347243663789886,0.3383341512304821,756,50.85831578885635,49.23625813722686,72.12102453976478,59.30055710293356,79.96671132860186,81.44462889530911,-0.005915610079576417,0.0023578720340531947,-0.008273482113629611,-0.005915610079576417,-0.008273482113629611,0.0023578720340531947,5.906292945752636,0.059062929457526364,0.019033282995224,-14.777748406125804,-20.19357538669029,-3.674348408544909,0.5004596960365983,-4.1748081045815075,-8017.249321905689,-8754.865293541028,-3.6948612035031334,87.49952134060547,70.98462802918716,19.714765270383637,18.62199589482591,26.872716907515056,20.733474590703388,1,0,18.135560166157585,1.0992364158285053,0.9045794438355811,0.3409087938179018,0.3681516262105958,1,0.0015751717965134305,0.014502898646914146,4.363138995541783,0.31539453876510715,0.33341178297996515,0.35142902719482316,10.80780292395412,0.7185628401000628,0.3084715950504351,0.341287684191337,0.3741037733322389,9.805860787753515,42.263421986026124,25.330366246633435,0.01640791126076102,0.010029054640282815,1,1,0.00918865232447208,0.01575186905820014,0.33236166702904785,0.34684584919290673,0.31787748486518896,0.014484182163858906,49.35644755479535,0.30671437944223096,0.3359860467678968,0.3652577140935626,2041.0,-2005.6720164164026,303.8059920528558,0.13492746475991663,-16061.206649979145,-0.07055496964202318,0.32986765503883364,0.332770728216737,0.33190224766731263,0.3326044823072568,0.33743815899007035,0.3297148944481723,0.32750203123644034,0.3236338233965661,0.32806095066997737,0.33380557128361293,0.3345621414891966,0.33584958058946474,0.3349070714278654,0.33267144091786816,0.33408810402151434,0.018915566517340447,0.00035779865667193096,0.017011131644248955,0.33882641792297363,0.33882641792297363,-0.007634010485098264,-0.007663298696028092,0.04758346080780024,0.12236308553106368,0.13052230792837283
2000-03-23,0.3435847461223602,0.3462100015647171,0.3412875889305107,0.3412875889305107,1524,52.08491649022511,53.36620206666818,94.04469894047811,75.48178078800525,97.48078875345688,86.5436959202405,-0.0046340734573376285,0.0029115269250335873,-0.007545600382371216,-0.0046340734573376285,-0.007545600382371216,0.0029115269250335873,5.757537757703227,0.05757537757703228,0.018705070018768255,-11.537379276707892,-18.95697594240709,-3.0465206497459056,0.9026299638684816,-3.9491506136143872,-7094.193473757855,-8699.86961028821,0.0594858592439036,90.58834395661397,92.08990223709657,19.14399413630729,20.692586095129048,26.18896476962398,20.663100465488846,1,0,11.72396939331475,1.1643278830832413,0.8296592679778516,0.3508765159233362,0.3681516262105958,1,0.001804887515698378,0.013818578632991739,3.9471272679081513,0.3163280449692278,0.33584016561508173,0.3553522862609357,11.619885078437932,0.6984556329843143,0.3084715950504351,0.33472444025223225,0.3609772854540294,9.15645821221044,41.33490359233833,24.916880000735745,0.0065632225515220854,0.009698975393734174,1,1,0.004922418452000421,0.007547673894357787,0.33546824470262304,0.34931497595235805,0.32162151345288803,0.013846731249735006,55.531018642165904,0.3092882394209099,0.33670973242070285,0.3641312254204958,3565.0,-2107.2526377358554,346.1552409981887,0.6157773164651703,-15035.42176944909,-0.06825780663237968,0.33173816204071044,0.33473691329048666,0.3343962642279538,0.3362095907885254,0.34150535449879743,0.33036030428895485,0.32768015775257936,0.3246633924313791,0.32963794304264915,0.3374340866293226,0.3385757948016072,0.3393442664012568,0.3403568493296401,0.33321710617809275,0.33406632907542877,0.018884038437155276,0.00035660690769595793,0.01679308931032817,0.33882641792297363,0.33882641792297363,0.0067308719194885125,0.006708320737279544,0.04528629779815674,0.11645582386795816,0.12381398719109327
2000-03-24,0.3576957285404205,0.3576957285404205,0.3412876446287377,0.3412876446287377,1882,58.875457430574855,58.09016365312616,94.65075180245469,86.93882509423253,97.48078875345688,91.64276294517185,-0.002451548179130514,0.004075241762592562,-0.006526789941723076,-0.002451548179130514,-0.006526789941723076,0.004075241762592562,9.437773451348091,0.09437773451348092,0.030847221612930298,-6.287790902336074,-17.14709236525409,-1.9619116965743866,1.5897911336320003,-3.551702830206387,-5935.70065919371,-8437.675419348661,4.582628195290921,100.0,92.69595509907315,17.89687301172967,24.81933250640016,23.997117818439694,20.23919338489341,1,0,1.684298392220638,1.0783237568367812,0.7795988107110464,0.3237403244645659,0.3681516262105958,1,0.0034128802139406778,0.014003543295755403,3.8975140931478003,0.315526640857585,0.3409594833850861,0.3663923259125872,14.918395743095896,0.8290282070758931,0.3084715950504351,0.3330836617954278,0.3576957285404205,8.457298469398697,43.89327437576558,24.669309454481095,0.01148572697570338,0.009869142211064575,1,1,0.016408083911683025,0.018705185405305302,0.3395374444774117,0.35355493257127657,0.3255199563835468,0.014017488093864874,62.61493132407367,0.31077312716339983,0.3387083987178188,0.3666436702722378,5447.0,-225.25263773588085,930.8294572941631,4.321647544225787,-7306.071380496769,-0.05184972272069688,0.33482288420200346,0.33891124333592915,0.33911582177335564,0.3435315222351411,0.35043973005359635,0.3324868701762022,0.32738317674159334,0.3265233654913091,0.33168894549210864,0.34424109288624355,0.34610187188609615,0.349840784625459,0.3476204767973736,0.3454564173592566,0.3369138511463857,0.018814309853764786,0.0003539782552734707,0.016688075462977087,0.33882641792297363,0.33882641792297363,0.04106987454278599,0.04024890989970334,0.031175315380096436,0.08016877540120604,0.08356507729139007
2000-03-27,0.342928409576416,0.3527732744364924,0.342928409576416,0.3498198032425115,806,50.76692804039781,59.96778101459952,87.68112807108072,92.12552627133785,90.0283223626919,94.99663328986856,-0.0018916743522605084,0.003708092471570055,-0.005599766823830564,-0.0018916743522605084,-0.005599766823830564,0.003708092471570055,2.9556480995008068,0.02955648099500807,0.009844779968261719,-4.754981186750206,-15.376790768324964,-1.2078112992606538,1.8751132247565867,-3.0829245240172405,-5135.146302752584,-8027.482350424533,6.596530492960712,62.49976782029179,84.36270392563524,16.738831967479026,22.957086168131802,22.196563964912013,20.02805004762591,1,0,1.6842983922206358,1.0555547124338824,0.7962959349414386,0.3020126548042166,0.3681516262105958,1,0.0009188539242730609,0.014058098700630337,4.097468949553443,0.3339303012465917,0.3458818972110748,0.35783349317555796,6.910795887759212,0.376439613444279,0.3084715950504351,0.3330836617954278,0.3576957285404205,7.773577578625787,45.360566960493124,24.385697267392437,0.004922454103928053,0.009398029058003953,1,1,0.014767318964004461,0.02067426135196676,0.3433659914109789,0.35743346822951977,0.32929851459243803,0.014067476818540847,52.68150300415934,0.31102271235244816,0.3391103045138757,0.3671978966753032,4641.0,-1031.2526377358627,828.9389587521437,2.0039180257667324,-10633.608763611644,-0.06661704168470134,0.3358073621988296,0.33964163719783586,0.34058955365961247,0.3440194603660239,0.3494732575284677,0.33265477033601715,0.3270291113259954,0.3287930124565219,0.3338402203387684,0.34639757020132883,0.3484242322680714,0.34840496932071574,0.35153818530867803,0.34533001697011456,0.337124255291979,0.018297067062356575,0.0003347826630843738,0.01579985949728224,0.33882641792297363,0.33882641792297363,-0.041284582917058055,-0.042160997790413456,0.0459426343441009,0.11814362386285393,0.12572607508180345
2000-03-28,0.3248796761035919,0.334724505289792,0.3248796761035919,0.3334118770462481,422,42.976389391793944,58.058284826919774,67.77774909231341,83.36987632194962,69.55926408282549,85.68945839965808,-0.0028712542310092015,0.0021828100742570904,-0.005054064305266292,-0.0028712542310092015,-0.005054064305266292,0.0021828100742570904,-0.10088743183979618,-0.0010088743183979617,-0.0003280937671660822,-6.447990431756053,-14.101247863100834,-0.6680633444561361,1.9318889436488837,-2.59995228810502,-4629.298704106641,-7501.274237510985,6.12284315026166,0.0,54.16658927343059,16.72638098273778,20.893649705972734,29.189718306028723,20.077309553964216,0,1,16.56451818110157,1.009523017551286,0.8555552056197998,0.29058431386829403,0.3681516262105958,-1,0.002001783584334782,0.014343144041501318,4.489158897022467,0.32122693877777014,0.3420752286911011,0.362923518604432,12.189301162264137,0.08760280437884559,0.3084715950504351,0.3330836617954278,0.3576957285404205,7.165983153645728,48.4553629071024,24.09283894456574,0.01804876914670045,0.010221909066451238,1,1,0.018048733472824097,0.02067398995991232,0.34187832813452596,0.3562112220633524,0.32754543420569954,0.014332893928826397,44.639163223638896,0.30890456919106674,0.3377550065700391,0.36660544394901146,4219.0,-1453.2526377358556,577.625667643852,0.6295632327240894,-12854.645374413218,-0.08466577515752544,0.335774552822113,0.3369576442716097,0.33860270164229656,0.33834350537866936,0.3403577340979274,0.3326204989303842,0.3287549302348126,0.33076239664902984,0.3364108146892653,0.3426846802234649,0.3441112781618977,0.3411443874613978,0.3471189690960778,0.33510484653685324,0.3366194031031976,0.017999649509526622,0.00032398738246580195,0.0153914780749215,0.33472444117069244,0.33472444117069244,-0.05263119930809412,-0.05406682054001097,0.063991367816925,0.16455678255644168,0.17979289562181444
2000-03-29,0.3265204131603241,0.3314428267311994,0.3265204131603241,0.3304583361930512,272,43.82038904426955,55.38628310906493,46.66661709954881,67.37516475431433,48.79019942222919,69.45926195591552,-0.003475125490676856,0.0012631510516715495,-0.004738276542348405,-0.003475125490676856,-0.004738276542348405,0.0012631510516715495,1.5305939001245479,0.015305939001245477,0.004922360181808472,-7.4145740544715135,-13.14600874758236,-0.3638314230578965,1.788896692037699,-2.1527281150955955,-3903.1739517577284,-6898.159468542507,5.82632538635978,4.999800204155036,22.499856008148928,16.714819354049478,20.18322947987457,28.197217399268393,19.624750539982596,0,1,16.56451818110157,1.009507541567696,0.8890656991664365,0.2978366917853587,0.3681516262105958,-1,0.001936152240265676,0.013787430226223188,4.1390581125916635,0.3147737840328632,0.33912179470062254,0.36346980536838186,14.359449052370055,0.24122359086640857,0.3084715950504351,0.3330836617954278,0.3576957285404205,6.5649876251980155,48.41402509742215,23.864232495703103,0.003281678558592571,0.00956093473236946,1,0,0.006563150627607484,0.011485564198483678,0.339690602831021,0.3535055138730995,0.3258756917889425,0.013814911042078468,52.87329763726171,0.30933214468764214,0.33668504529292337,0.3640379458982046,4491.0,-1725.2526377358433,335.7588060410228,0.6033799822536698,-12717.277446451835,-0.08302503810079326,0.3362667888402938,0.33505996588773956,0.33692013079469857,0.33464120629762195,0.3348127037702335,0.3325675239644091,0.3315998294348781,0.33217355766040235,0.3381974647442499,0.33969373703002925,0.3406421597842332,0.33538287704992326,0.3387435873650541,0.33467562486802677,0.3365708086473183,0.01761910544047776,0.000310432876522673,0.01488829367690616,0.3330836296081543,0.3330836296081543,0.005050291469168355,0.005037581521870933,0.062350630760192816,0.16033755080241185,0.17475531409994338
2000-03-30,0.316675454378128,0.3265202975954396,0.316675454378128,0.3265202975954396,250,39.995182927758364,51.82433310031773,28.88878243664634,47.77771620950285,32.413453769627594,50.25430575822742,-0.004693994266595336,3.5425820602456165e-05,-0.004729420087197792,-0.004693994266595336,-0.004729420087197792,3.5425820602456165e-05,-4.4554828467268806,-0.044554828467268805,-0.014767378568649292,-9.553586106535754,-12.632805513147133,0.015143581938724242,1.7342973576274558,-1.7191537756887316,-3671.1267894721195,-6278.161677240945,4.240560688088155,0.0,1.666600068051669,17.31171114323596,19.13234397301157,31.935791727166922,19.88886113674137,0,1,25.07130440266024,0.9452484079734718,0.9694036267272467,0.25653566280961426,0.3681516262105958,-1,0.0005578756078769842,0.013505825123078396,4.113216866363896,0.30434428645058337,0.3337399363517761,0.3631355862529689,17.615901904055377,0.20974477463491045,0.3084715950504351,0.3330836617954278,0.3576957285404205,6.594306404775961,48.463167845304945,23.67940778688457,0.0098449587821961,0.009587984641876759,1,1,0.0098449587821961,0.009844958782196545,0.3349431941466282,0.3484934417047145,0.3213929465885419,0.01355024755808631,44.65873593706076,0.30815627727107964,0.33477936996770474,0.36140246266432985,4241.0,-1975.2526377358377,126.74428938159235,0.16557717113899922,-13471.05564724706,-0.09286999688298936,0.3347900509834289,0.33171732743144655,0.3333580699833957,0.3286398199389288,0.3266047968600109,0.3322073824321448,0.3345369933609366,0.33274679626404713,0.33885378307766384,0.3344056163515363,0.3346522738645365,0.32452329580736183,0.32814429748539975,0.3337756163435318,0.33650092883972366,0.016717195835719,0.0002794646366097807,0.014040914376576738,0.33259138464927673,0.33259138464927673,-0.03015112803180897,-0.03061502171776413,0.07219558954238892,0.18565432081167066,0.20537033581770747
